Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
1 ; Buss 1 ; 9015014675100012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=41508%2F16887%2F42256%2F7294%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=27648%2F12316%2F772912%2F377242%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000011 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=893259%2F306392%2F869256%2F136880%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=705216%2F243727%2F627034%2F78449%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=688077%2F245406%2F252418%2F103152%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200011 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=406971%2F154352%2F825156%2F276923%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103030 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=493527%2F172299%2F363498%2F17240%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
730 ; Buss 730 ; 9015014673000010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=377766%2F126332%2F630360%2F189258%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103182 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=686703%2F242244%2F198984%2F129409%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=428730%2F143330%2F128052%2F78890%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=74301%2F25249%2F898480%2F424479%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
746 ; Buss 746 ; 9015014674600002 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=789756%2F266288%2F126558%2F199973%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
747 ; Buss 747 ; 9015014674700011 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=196524%2F73154%2F405694%2F137339%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
11 ; Skolbuss ; 9015014681100007 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=535182%2F178895%2F413340%2F28276%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110016%26station_type%3Ddep%26format%3Djson%26"}
744 ; Buss 744 ; 9015014674400004 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=525024%2F182312%2F155792%2F97112%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=483225%2F161528%2F381544%2F29698%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
735 ; Buss 735 ; 9015014673500102 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=293241%2F103294%2F35848%2F79823%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120158 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=767616%2F257141%2F154488%2F178630%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
741 ; Buss 741 ; 9015014674100004 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=857082%2F292820%2F319176%2F126106%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110020%26station_type%3Ddep%26format%3Djson%26"}
717 ; Buss 717 ; 9015014671700004 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=168339%2F75027%2F699766%2F293770%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110019%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=889482%2F296929%2F745546%2F76283%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200010 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=782184%2F263719%2F258404%2F131526%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100013 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=163128%2F57414%2F469660%2F180460%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=826743%2F278631%2F235180%2F157994%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=997770%2F335691%2F869426%2F102125%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000013 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=580140%2F202019%2F79622%2F153575%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=183000%2F69655%2F914406%2F396208%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=802950%2F283696%2F257086%2F139110%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200013 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=975834%2F343972%2F588038%2F31262%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103032 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=499278%2F179752%2F363064%2F15106%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
735 ; Buss 735 ; 9015014673500003 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=612519%2F207102%2F686132%2F138893%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103184 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=152622%2F58696%2F965994%2F432123%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=578607%2F193289%2F947294%2F280785%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=177492%2F59646%2F627090%2F254388%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120157 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=935685%2F313163%2F926122%2F151169%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101008 ; måndag, tisdag, onsdag, torsdag, fredag, lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=523464%2F175744%2F886294%2F268659%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=6372%2F2559%2F900010%2F447886%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=750792%2F253254%2F780718%2F140095%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100015 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=550827%2F186647%2F81694%2F142769%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=19335%2F9496%2F62434%2F24775%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=460851%2F156717%2F403248%2F48010%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000015 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=248517%2F91478%2F791372%2F312854%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=511989%2F179318%2F396464%2F27575%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=108603%2F52248%2F661876%2F294740%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200015 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=474828%2F176971%2F767116%2F225285%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103034 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=531297%2F184887%2F728334%2F187069%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103186 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=675615%2F245331%2F817780%2F183685%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120160 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=535725%2F179844%2F199348%2F78904%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=146775%2F49344%2F838930%2F370540%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300012 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=775140%2F258834%2F55666%2F230547%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=144282%2F48581%2F201526%2F52669%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=907632%2F302979%2F436726%2F84187%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100017 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=146868%2F51994%2F134892%2F18498%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=320157%2F109769%2F495326%2F140948%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=321192%2F110165%2F257464%2F21671%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000017 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=331527%2F119148%2F191824%2F14605%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=24195%2F16720%2F723930%2F353907%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=968511%2F338883%2F26600%2F309541%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200017 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=716739%2F257607%2F79888%2F198973%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103036 ; måndag, tisdag, onsdag, torsdag, fredag, lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=566622%2F196667%2F129014%2F124367%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101014 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=770229%2F258000%2F761648%2F124081%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100020 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=821529%2F274262%2F300256%2F123716%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400020 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=867072%2F289511%2F575796%2F1127%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=785298%2F262201%2F344508%2F89519%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200016 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=155706%2F54891%2F374274%2F135235%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100019 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=96312%2F35142%2F203898%2F69854%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100020 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=859047%2F289400%2F366252%2F103227%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=993255%2F334185%2F701454%2F19646%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000019 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=747603%2F257840%2F906300%2F203958%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300018 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=788841%2F271602%2F741844%2F107983%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200020 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=280746%2F109629%2F778656%2F295750%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200019 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=936069%2F330718%2F872708%2F124335%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103038 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=785640%2F269674%2F965096%2F220668%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100022 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=383742%2F128333%2F671212%2F207694%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300014 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=66930%2F22764%2F636016%2F295699%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400022 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=693948%2F231803%2F891990%2F214681%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100021 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=590904%2F200006%2F705806%2F155945%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100022 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=283005%2F97385%2F1212%2F93734%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
